Gene_ID	Final_Annotation
1_3918	Insertion element iso-IS1d protein InsA
1_3919	Insertion element IS1 protein InsB
1_3920	Uncharacterized protein YihR
1_3921	D-mannose isomerase {ECO:0000303|Ref.1}
1_3922	Sulfofructosephosphate aldolase {ECO:0000255|HAMAP-Rule:MF_01912}
1_3923	3-sulfolactaldehyde reductase {ECO:0000255|HAMAP-Rule:MF_01913}
1_3924	Sulfofructose kinase {ECO:0000255|HAMAP-Rule:MF_00999}
1_3925	Glycerol-3-phosphate regulon repressor
1_3926	Alpha-D-glucose-1-phosphate phosphatase YihX
1_3927	UPF0761 membrane protein YPN_0254 {ECO:0000255|HAMAP-Rule:MF_00672}
1_3928	D-aminoacyl-tRNA deacylase {ECO:0000255|HAMAP-Rule:MF_00518}
1_3929	Probable acyltransferase FabY {ECO:0000250|UniProtKB:P0ADQ2}
1_3930	Hypothetical protein
1_3931	Hypothetical protein
1_3932	Hypothetical protein
1_3933	Hypothetical protein
1_3934	Protein FdhE homolog {ECO:0000255|HAMAP-Rule:MF_00611}
1_3935	NULL
1_3936	NULL
1_3937	Formate dehydrogenase 2 subunit alpha (cytochrome c-553) {ECO:0000303|PubMed:16274230}
1_3938	Formate dehydrogenase major subunit
1_3939	Sulfur carrier protein FdhD {ECO:0000255|HAMAP-Rule:MF_00187}
1_3940	Uncharacterized protein YiiG
1_3941	Putative phosphotransferase EIIA component
1_3942	Putative aminopeptidase YtoP
1_3943	PTS system fructose-specific EIIC component {ECO:0000303|PubMed:3076173}
1_3944	PTS system fructose-like EIIA component {ECO:0000305|PubMed:8019415}
1_3945	L-rhamnose mutarotase {ECO:0000255|HAMAP-Rule:MF_01663}
1_3946	Rhamnulose-1-phosphate aldolase {ECO:0000255|HAMAP-Rule:MF_00770}
1_3947	L-rhamnose isomerase {ECO:0000255|HAMAP-Rule:MF_00541}
1_3948	Rhamnulokinase {ECO:0000255|HAMAP-Rule:MF_01535}
1_3949	HTH-type transcriptional activator RhaS {ECO:0000255|HAMAP-Rule:MF_01534}
1_3950	HTH-type transcriptional activator RhaR {ECO:0000255|HAMAP-Rule:MF_01533}
1_3951	L-rhamnose-proton symporter {ECO:0000255|HAMAP-Rule:MF_01532}
1_3952	Superoxide dismutase [Mn/Fe] 1
1_3953	2-keto-3-deoxygluconate permease 2
1_3954	Protein YiiM
1_3955	Sensor protein CpxA
1_3956	Transcriptional regulatory protein CpxR homolog
1_3957	Periplasmic protein CpxP {ECO:0000303|PubMed:9473036}
1_3958	Cation-efflux pump FieF {ECO:0000255|HAMAP-Rule:MF_01425}
1_3959	Hypothetical protein
1_3960	ATP-dependent 6-phosphofructokinase {ECO:0000255|HAMAP-Rule:MF_00339}
1_3961	Sulfate-binding protein
1_3962	CDP-diacylglycerol pyrophosphatase
1_3963	Triosephosphate isomerase {ECO:0000255|HAMAP-Rule:MF_00147}
1_3964	Uncharacterized protein YiiQ
1_3965	Uncharacterized protein YiiR
1_3966	UPF0381 protein YiiS
1_3967	Universal stress protein D
1_3968	Flavodoxin/ferredoxin--NADP reductase {ECO:0000250|UniProtKB:P28861}
1_3969	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase
1_3970	Glycerol kinase {ECO:0000255|HAMAP-Rule:MF_00186}
1_3971	Glycerol uptake facilitator protein
1_3972	Hypothetical protein
1_3973	Regulator of ribonuclease activity A {ECO:0000255|HAMAP-Rule:MF_00471}
1_3974	1,4-dihydroxy-2-naphthoate octaprenyltransferase {ECO:0000255|HAMAP-Rule:MF_01937}
1_3975	ATP-dependent protease ATPase subunit HslU {ECO:0000255|HAMAP-Rule:MF_00249}
1_3976	ATP-dependent protease subunit HslV {ECO:0000255|HAMAP-Rule:MF_00248}
1_3977	Cell division protein FtsN {ECO:0000255|HAMAP-Rule:MF_02039, ECO:0000305}
1_3978	Ribose operon repressor
1_3979	Primosomal protein N' {ECO:0000255|HAMAP-Rule:MF_00983}
1_3980	Hypothetical protein
1_3981	Uncharacterized protein YiiX
1_3982	Met repressor {ECO:0000255|HAMAP-Rule:MF_00744}
1_3983	L-methionine gamma-lyase {ECO:0000305|PubMed:12123816}
1_3984	Homoserine dehydrogenase
1_3985	5,10-methylenetetrahydrofolate reductase
1_3986	Catalase-peroxidase {ECO:0000255|HAMAP-Rule:MF_01961}
1_3987	Probable cystine transporter YijE {ECO:0000250|UniProtKB:P0ABT8}
1_3988	Uncharacterized protein YijF
1_3989	Glycerol dehydrogenase 1
1_3990	Fructose-6-phosphate aldolase {ECO:0000255|HAMAP-Rule:MF_00496}
1_3991	Phosphoenolpyruvate-protein phosphotransferase {ECO:0000303|PubMed:1655788}
1_3992	PTS system fructose-specific EIIC component {ECO:0000250|UniProtKB:P47308}
1_3993	PTS system fructose-like EIIB component 2 {ECO:0000250|UniProtKB:P20966}
1_3994	Isethionate sulfite-lyase {ECO:0000303|PubMed:30718429}
1_3995	Pyruvate formate-lyase 2-activating enzyme
1_3996	PTS system fructose-like EIIB component 3 {ECO:0000250|UniProtKB:P20966}
1_3997	Uncharacterized HTH-type transcriptional regulator YijO
1_3998	Phosphoethanolamine transferase CptA
1_3999	Phosphoenolpyruvate carboxylase {ECO:0000255|HAMAP-Rule:MF_00595}
1_4000	Acetylornithine deacetylase {ECO:0000255|HAMAP-Rule:MF_01108}
1_4001	N-acetyl-gamma-glutamyl-phosphate reductase {ECO:0000255|HAMAP-Rule:MF_00150}
1_4002	Acetylglutamate kinase {ECO:0000255|HAMAP-Rule:MF_00082}
1_4003	Argininosuccinate lyase {ECO:0000255|HAMAP-Rule:MF_00006}
1_4004	Probable hydrogen peroxide-inducible genes activator
1_4005	Soluble pyridine nucleotide transhydrogenase {ECO:0000255|HAMAP-Rule:MF_00247}
1_4006	Uncharacterized HTH-type transcriptional regulator HI_0570
1_4007	Inner membrane protein YijD
1_4008	tRNA/tmRNA (uracil-C(5))-methyltransferase {ECO:0000255|HAMAP-Rule:MF_01011}
1_4009	Vitamin B12 transporter BtuB {ECO:0000255|HAMAP-Rule:MF_01531}
1_4010	Glutamate racemase {ECO:0000255|HAMAP-Rule:MF_00258}
1_4011	Hypothetical protein
1_4012	Hypothetical protein
1_4013	UDP-N-acetylenolpyruvoylglucosamine reductase {ECO:0000255|HAMAP-Rule:MF_00037}
1_4014	Bifunctional ligase/repressor BirA {ECO:0000255|HAMAP-Rule:MF_00978}
1_4015	Pantothenate kinase {ECO:0000255|HAMAP-Rule:MF_00215}
1_4016	Hypothetical protein
1_4017	Elongation factor Tu 1 {ECO:0000255|HAMAP-Rule:MF_00118}
1_4018	Protein translocase subunit SecE {ECO:0000255|HAMAP-Rule:MF_00422}
1_4019	Transcription termination/antitermination protein NusG {ECO:0000255|HAMAP-Rule:MF_00948}
1_4020	50S ribosomal protein L11 {ECO:0000255|HAMAP-Rule:MF_00736}
1_4021	50S ribosomal protein L1 {ECO:0000255|HAMAP-Rule:MF_01318}
1_4022	50S ribosomal protein L10 {ECO:0000255|HAMAP-Rule:MF_00362}
1_4023	50S ribosomal protein L7/L12 {ECO:0000255|HAMAP-Rule:MF_00368}
1_4024	DNA-directed RNA polymerase subunit beta {ECO:0000255|HAMAP-Rule:MF_01321}
1_4025	DNA-directed RNA polymerase subunit beta' {ECO:0000255|HAMAP-Rule:MF_01322}
1_4026	Protein YjaZ {ECO:0000303|PubMed:16980444}
1_4027	2-iminoacetate synthase
1_4028	Thiazole synthase {ECO:0000255|HAMAP-Rule:MF_00443}
1_4029	Hypothetical protein
1_4030	Molybdopterin-synthase sulfurtransferase {ECO:0000255|HAMAP-Rule:MF_03049}
1_4031	Thiamine-phosphate synthase {ECO:0000255|HAMAP-Rule:MF_00097}
1_4032	Phosphomethylpyrimidine synthase {ECO:0000255|HAMAP-Rule:MF_00089}
1_4033	Regulator of sigma D {ECO:0000255|HAMAP-Rule:MF_01181}
1_4034	NAD-capped RNA hydrolase NudC {ECO:0000255|HAMAP-Rule:MF_00297}
1_4035	Uroporphyrinogen decarboxylase {ECO:0000255|HAMAP-Rule:MF_00218}
1_4036	Endonuclease V {ECO:0000255|HAMAP-Rule:MF_00801}
1_4037	Uncharacterized protein HI_0431
1_4038	Hypothetical protein
1_4039	Uncharacterized protein YjaH
1_4040	Zinc resistance-associated protein
1_4041	Hypothetical protein
1_4042	Sensor protein ZraS
1_4043	NULL
1_4044	Phosphoribosylamine--glycine ligase {ECO:0000255|HAMAP-Rule:MF_00138}
1_4045	IMP cyclohydrolase {ECO:0000255|HAMAP-Rule:MF_00139}
1_4046	Hypothetical protein
1_4047	Uncharacterized protein YjaA
1_4048	Peptidyl-lysine N-acetyltransferase YjaB {ECO:0000250|UniProtKB:P09163}
1_4049	Homoserine O-succinyltransferase {ECO:0000255|HAMAP-Rule:MF_00295}
1_4050	Malate synthase
1_4051	Isocitrate lyase {ECO:0000303|PubMed:2361956}
1_4052	Isocitrate dehydrogenase kinase/phosphatase {ECO:0000255|HAMAP-Rule:MF_00747}
1_4053	Ankyrin repeat protein A
1_4054	HTH-type transcriptional repressor AllR
1_4055	Methionine synthase
1_4056	Uncharacterized protein YjbB
1_4057	Peptidase E {ECO:0000255|HAMAP-Rule:MF_00510}
1_4058	Dual-specificity RNA pseudouridine synthase RluF {ECO:0000250|UniProtKB:P32684}
1_4059	Hypothetical protein
1_4060	Lysine-sensitive aspartokinase 3
1_4061	Glucose-6-phosphate isomerase {ECO:0000255|HAMAP-Rule:MF_00473}
1_4062	Hypothetical protein
1_4063	Uncharacterized lipoprotein YjbF
1_4064	Uncharacterized protein GfcC
1_4065	Uncharacterized lipoprotein GfcD
1_4066	Protein PsiE homolog {ECO:0000255|HAMAP-Rule:MF_01048}
1_4067	Glucose transporter GlcP {ECO:0000305}
1_4068	Maltose/maltodextrin transport system permease protein MalG {ECO:0000250|UniProtKB:P68183}
1_4069	Maltodextrin transport system permease protein MdxF
1_4070	Maltose/maltodextrin-binding periplasmic protein {ECO:0000250|UniProtKB:P0AEX9}
1_4071	Hypothetical protein
1_4072	Uncharacterized ABC transporter ATP-binding protein y4oS
1_4073	Maltoporin {ECO:0000255|HAMAP-Rule:MF_01301}
1_4074	Maltose operon periplasmic protein
1_4075	Hypothetical protein
1_4076	Hypothetical protein
1_4077	Putative protein YjbI
1_4078	Chorismate pyruvate-lyase {ECO:0000255|HAMAP-Rule:MF_01632}
1_4079	4-hydroxybenzoate octaprenyltransferase {ECO:0000255|HAMAP-Rule:MF_01635}
1_4080	Glycerol-3-phosphate acyltransferase {ECO:0000255|HAMAP-Rule:MF_00393}
1_4081	Diacylglycerol kinase {ECO:0000303|PubMed:6303781}
1_4082	LexA repressor {ECO:0000255|HAMAP-Rule:MF_00015}
1_4083	DNA damage-inducible protein F
1_4084	Hypothetical protein
1_4085	NULL
1_4086	Hypothetical protein
1_4087	Uncharacterized protein YjbM
1_4088	NULL
1_4089	Hypothetical protein
1_4090	Probable quinone oxidoreductase
1_4091	Replicative DNA helicase
1_4092	Alanine racemase {ECO:0000255|HAMAP-Rule:MF_01201}
1_4093	Aspartate aminotransferase, cytoplasmic isozyme 2
1_4094	Hypothetical protein
1_4095	Class B acid phosphatase
1_4096	UPF0047 protein YjbQ
1_4097	Uncharacterized protein YjbR
1_4098	UvrABC system protein A {ECO:0000255|HAMAP-Rule:MF_00205}
1_4099	Plasmid-derived single-stranded DNA-binding protein
1_4100	Uncharacterized protein YjcB
1_4101	Probable cyclic di-GMP phosphodiesterase PdeB {ECO:0000305}
1_4102	Regulatory protein SoxS
1_4103	Redox-sensitive transcriptional activator SoxR
1_4104	Nucleobase transporter PlAzg1 {ECO:0000303|PubMed:29385571}
1_4105	Sodium, potassium, lithium and rubidium/H(+) antiporter
1_4106	Uncharacterized protein YjcF
1_4107	Cation/acetate symporter ActP {ECO:0000255|HAMAP-Rule:MF_01426}
1_4108	Inner membrane protein YjcH
1_4109	Acetyl-coenzyme A synthetase {ECO:0000255|HAMAP-Rule:MF_01123}
1_4110	Cytochrome c-552 {ECO:0000255|HAMAP-Rule:MF_01182}
1_4111	Hypothetical protein
1_4112	Insertion element iso-IS1d protein InsA
1_4113	Insertion element IS1 protein InsB
1_4114	Cytochrome c-type protein NrfB
1_4115	Thiosulfate reductase electron transfer subunit PhsB {ECO:0000305}
1_4116	Protein NrfD homolog
1_4117	Cytochrome c-type biogenesis protein ccl1
1_4118	Formate-dependent nitrite reductase complex subunit NrfF
1_4119	Formate-dependent nitrite reductase complex subunit NrfG
1_4120	C4-dicarboxylate transport protein {ECO:0000255|HAMAP-Rule:MF_01300}
1_4121	Uncharacterized protein YjcO
1_4122	Assimilatory nitrate reductase catalytic subunit
1_4123	Formate dehydrogenase H
1_4124	Multidrug resistance outer membrane protein MdtQ
1_4125	Multidrug resistance protein MdtO
1_4126	Multidrug resistance protein MdtN
1_4127	Uncharacterized protein YtcA
1_4128	NULL
1_4129	D-allose kinase {ECO:0000255|HAMAP-Rule:MF_00988}
1_4130	D-allulose-6-phosphate 3-epimerase {ECO:0000255|HAMAP-Rule:MF_02226}
1_4131	Ribose import permease protein RbsC {ECO:0000250|UniProtKB:P0AGI1}
1_4132	Ribose import ATP-binding protein RbsA 2 {ECO:0000255|HAMAP-Rule:MF_01716}
1_4133	D-allose-binding periplasmic protein
1_4134	HTH-type transcriptional regulator RpiR
1_4135	Ribose-5-phosphate isomerase B {ECO:0000303|PubMed:8576032}
1_4136	Uncharacterized protein YjdP
1_4137	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
1_4138	Aminoalkylphosphonate N-acetyltransferase {ECO:0000303|PubMed:16503658}
1_4139	Ribose 1,5-bisphosphate phosphokinase PhnN {ECO:0000255|HAMAP-Rule:MF_00836}
1_4140	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
1_4141	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
1_4142	Putative phosphonates utilization ATP-binding protein PhnK
1_4143	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase
1_4144	Putative C-P lyase subunit protein HtxH
1_4145	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
1_4146	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
1_4147	Probable transcriptional regulator PhnF
1_4148	Putative cryptic phosphonate transport system permease protein PhnE2
1_4149	Phosphonates-binding periplasmic protein
1_4150	Phosphonates import ATP-binding protein PhnC {ECO:0000255|HAMAP-Rule:MF_01713}
1_4151	Protein YjdN
1_4152	Protein YjdM
1_4153	Clamp-binding protein CrfC
1_4154	Uncharacterized protein YjcZ
1_4155	NULL
1_4156	Hypothetical protein
1_4157	Sensor histidine kinase PmrB
1_4158	Response regulator protein PmrA {ECO:0000303|PubMed:14507375}
1_4159	Probable phosphatidylethanolamine transferase Mcr-1
1_4160	Putrescine transporter PotE {ECO:0000255|HAMAP-Rule:MF_02073, ECO:0000305}
1_4161	Porin thermoregulatory protein EnvY
1_4162	Inducible ornithine decarboxylase
1_4163	Melibiose operon regulatory protein
1_4164	Alpha-galactosidase {ECO:0000305}
1_4165	Lactose permease
1_4166	Inner membrane protein YjdF
1_4167	NULL
1_4168	Anaerobic C4-dicarboxylate transporter DcuA
1_4169	Transcriptional regulatory protein DcuR
1_4170	Sensor protein CitS
1_4171	Hypothetical protein
1_4172	Uncharacterized protein YjdJ
1_4173	Endoribonuclease antitoxin GhoS {ECO:0000303|PubMed:22941047}
1_4174	Hypothetical protein
1_4175	Lysine--tRNA ligase
1_4176	Dipeptide permease D {ECO:0000255|HAMAP-Rule:MF_01880}
1_4177	Inducible ornithine decarboxylase
1_4178	Putrescine transporter PotE {ECO:0000255|HAMAP-Rule:MF_02073}
1_4179	Transcriptional activator CadC
1_4180	HTH-type transcriptional regulator YjdC
1_4181	Thiol:disulfide interchange protein DsbD
1_4182	Divalent-cation tolerance protein CutA {ECO:0000255|HAMAP-Rule:MF_01160}
1_4183	Anaerobic C4-dicarboxylate transporter DcuA
1_4184	Fumarate hydratase class II {ECO:0000255|HAMAP-Rule:MF_00743}
1_4185	UPF0716 protein FxsA
1_4186	L-methionine/branched-chain amino acid exporter YjeH {ECO:0000305}
1_4187	Co-chaperonin GroES {ECO:0000255|HAMAP-Rule:MF_00580}
1_4188	Chaperonin GroEL {ECO:0000255|HAMAP-Rule:MF_00600}
1_4189	Uncharacterized protein YjeI
1_4190	Uncharacterized protein YjeJ
1_4191	L-lysine 2,3-aminomutase
1_4192	Elongation factor P {ECO:0000255|HAMAP-Rule:MF_00141}
1_4193	Hypothetical protein
1_4194	Hypothetical protein
1_4195	Guanidinium exporter {ECO:0000250|UniProtKB:P69937}
1_4196	Outer membrane lipoprotein Blc
1_4197	Beta-lactamase
1_4198	Fumarate reductase subunit D {ECO:0000255|HAMAP-Rule:MF_00709}
1_4199	Fumarate reductase subunit C {ECO:0000255|HAMAP-Rule:MF_00708}
1_4200	Fumarate reductase iron-sulfur subunit
1_4201	NULL
1_4202	Elongation factor P--(R)-beta-lysine ligase {ECO:0000255|HAMAP-Rule:MF_00174}
1_4203	Inner membrane transporter YjeM
1_4204	Uncharacterized protein YjeN
1_4205	Inner membrane protein YjeO
1_4206	Uncharacterized MscS family protein HI_0195.1
1_4207	Phosphatidylserine decarboxylase beta chain {ECO:0000255|HAMAP-Rule:MF_00662}
1_4208	Small ribosomal subunit biogenesis GTPase RsgA {ECO:0000255|HAMAP-Rule:MF_01820}
1_4209	Oligoribonuclease {ECO:0000255|HAMAP-Rule:MF_00045}
1_4210	Epoxyqueuosine reductase {ECO:0000255|HAMAP-Rule:MF_00916}
1_4211	NAD(P)H-hydrate epimerase
1_4212	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
1_4213	Probable N-acetylmuramoyl-L-alanine amidase AmiB
1_4214	DNA mismatch repair protein MutL {ECO:0000255|HAMAP-Rule:MF_00149}
1_4215	tRNA dimethylallyltransferase {ECO:0000255|HAMAP-Rule:MF_00185}
1_4216	RNA-binding protein Hfq {ECO:0000255|HAMAP-Rule:MF_00436}
1_4217	GTPase HflX {ECO:0000255|HAMAP-Rule:MF_00900}
1_4218	Protein HflK
1_4219	Protein HflC
1_4220	Hypothetical protein
1_4221	Adenylosuccinate synthetase {ECO:0000255|HAMAP-Rule:MF_00011}
1_4222	HTH-type transcriptional repressor NsrR {ECO:0000255|HAMAP-Rule:MF_01177}
1_4223	Ribonuclease R {ECO:0000255|HAMAP-Rule:MF_01895}
1_4224	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB {ECO:0000255|HAMAP-Rule:MF_01887}
1_4225	Uncharacterized protein YjfI
1_4226	Uncharacterized protein YjfJ
1_4227	Uncharacterized protein YjfK
1_4228	UPF0719 inner membrane protein YjfL
1_4229	Uncharacterized protein YjfM
1_4230	Putative acid--amine ligase YgiC
1_4231	Putative acyl-CoA dehydrogenase AidB
1_4232	Hypothetical protein
1_4233	Lipoprotein BsmA
1_4234	Esterase YjfP
1_4235	HTH-type transcriptional regulator UlaR {ECO:0000255|HAMAP-Rule:MF_01563}
1_4236	Probable L-ascorbate-6-phosphate lactonase UlaG {ECO:0000255|HAMAP-Rule:MF_01266}
1_4237	Ascorbate-specific PTS system EIIC component {ECO:0000250|UniProtKB:P39301}
1_4238	Ascorbate-specific PTS system EIIB component {ECO:0000250|UniProtKB:P69822}
1_4239	Ascorbate-specific PTS system EIIA component {ECO:0000250|UniProtKB:P69820}
1_4240	Probable 3-keto-L-gulonate-6-phosphate decarboxylase
1_4241	Probable L-ribulose-5-phosphate 3-epimerase UlaE
1_4242	Probable L-ribulose-5-phosphate 4-epimerase UlaF {ECO:0000250|UniProtKB:P39306}
1_4243	Uncharacterized protein YjfY
1_4244	30S ribosomal protein S6 {ECO:0000255|HAMAP-Rule:MF_00360}
1_4245	Primosomal replication protein N {ECO:0000255|HAMAP-Rule:MF_00720}
1_4246	Hypothetical protein
1_4247	50S ribosomal protein L9 {ECO:0000255|HAMAP-Rule:MF_00503}
1_4248	Uncharacterized protein YjfZ
1_4249	Putative uncharacterized protein YtfA
1_4250	Cell division protein YtfB {ECO:0000305}
1_4251	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
1_4252	L-asparagine permease 1
1_4253	Iron-sulfur cluster repair protein YtfE {ECO:0000255|HAMAP-Rule:MF_01606}
1_4254	Inner membrane protein YtfF
1_4255	Quinone oxidoreductase 2
1_4256	Uncharacterized HTH-type transcriptional regulator YtfH
1_4257	5'-nucleotidase
1_4258	3'(2'),5'-bisphosphate nucleotidase CysQ {ECO:0000255|HAMAP-Rule:MF_02095}
1_4259	Uncharacterized protein YtfI
1_4260	Uncharacterized protein YtfJ
1_4261	Hypothetical protein
1_4262	Polyamine export protein {ECO:0000250|UniProtKB:A0A0F6BAS6}
1_4263	Peptide methionine sulfoxide reductase MsrA {ECO:0000255|HAMAP-Rule:MF_01401}
1_4264	Translocation and assembly module subunit TamA
1_4265	Translocation and assembly module subunit TamB
1_4266	Gamma-glutamylcyclotransferase family protein ytfP
1_4267	Hypothetical protein
1_4268	Endoribonuclease toxin ChpB
1_4269	Inorganic pyrophosphatase {ECO:0000255|HAMAP-Rule:MF_00209}
1_4270	Galactofuranose-binding protein YtfQ {ECO:0000305}
1_4271	Putative ribose/galactose/methyl galactoside import ATP-binding protein 2 {ECO:0000255|HAMAP-Rule:MF_01717}
1_4272	Hypothetical protein
1_4273	Insertion element IS150 uncharacterized 19.7 kDa protein
1_4274	Putative transposase InsK for insertion sequence element IS150
1_4275	Fructose import permease protein FruF {ECO:0000305}
1_4276	Inner membrane ABC transporter permease protein YjfF
1_4277	Fructose-1,6-bisphosphatase class 1 {ECO:0000255|HAMAP-Rule:MF_01855}
1_4278	NULL
1_4279	UPF0307 protein ETA_29350 {ECO:0000255|HAMAP-Rule:MF_00765}
1_4280	Metalloprotease PmbA homolog
1_4281	Soluble cytochrome b562
1_4282	Anaerobic ribonucleoside-triphosphate reductase-activating protein {ECO:0000250|UniProtKB:P0A9N8}
1_4283	Anaerobic ribonucleoside-triphosphate reductase {ECO:0000305}
1_4284	Maltase 1
1_4285	Sucrose permease IIC component
1_4286	HTH-type transcriptional regulator TreR {ECO:0000250|UniProtKB:P36673}
1_4287	Cation-transporting ATPase pma1
1_4288	Putative reactive intermediate deaminase TdcF
1_4289	Aspartate carbamoyltransferase regulatory chain
1_4290	Aspartate carbamoyltransferase {ECO:0000255|HAMAP-Rule:MF_00001}
1_4291	RutC family protein YjgH
1_4292	Cyclic-di-GMP-binding biofilm dispersal mediator protein
1_4293	HTH-type transcriptional repressor BdcR
1_4294	Toxin-antitoxin biofilm protein TabA homolog
1_4295	Uncharacterized protein YjgL
1_4296	Ornithine carbamoyltransferase {ECO:0000255|HAMAP-Rule:MF_01109}
1_4297	Regulator of ribonuclease activity B {ECO:0000255|HAMAP-Rule:MF_01888}
1_4298	Uncharacterized N-acetyltransferase YjgM
